bill_num||congress||title||date_intro||area||enacted||vetoed
hr5331||115||Foreign Entities Reform Act of 2018||2018-03-19||Science, Technology, Communications||No||No
hr5332||115||Student and Teacher Safety Act of 2018||2018-03-19||Education||No||No
hr5333||115||Over-the-Counter Monograph Safety, Innovation, and Reform Act of 2018||2018-03-19||Health||No||No
hr5334||115||Essex National Heritage Area Permanency Act||2018-03-19||Public Lands and Natural Resources||No||No
hr5335||115||To make technical amendments to update statutory references to provisions reclassified to title 34, United States Code.||2018-03-19||Crime and Law Enforcement||No||No
hr5336||115||Foreign Influence Transparency Act||2018-03-20||International Affairs||No||No
hr5337||115||Accelerated Payments for Small Businesses Act of 2018||2018-03-20||Government Operations and Politics||No||No
hr5338||115||Stop Needless Award Payments Act of 2018||2018-03-20||Agriculture and Food||No||No
hr5339||115||Runaway and Homeless Youth and Trafficking Prevention Act of 2018||2018-03-20||Social Welfare||No||No
hr534||115||U.S. Wants to Compete for a World Expo Act||2017-01-13||International Affairs||Yes||No
hr5340||115||STRONGER Patents Act of 2018||2018-03-20||Commerce||No||No
hr5341||115||Debbie Smith Reauthorization Act of 2018||2018-03-20||Crime and Law Enforcement||No||No
hr5342||115||Improving Assistance for Taxpayers Act||2018-03-20||Taxation||No||No
hr5343||115||Prescription Transparency Act of 2018||2018-03-20||Health||No||No
hr5344||115||To make technical amendments to update statutory references to certain provisions which were formerly classified to chapters 14 and 19 of title 25, United States Code.||2018-03-20||Native Americans||No||No
hr5345||115||ALSTAR Act||2018-03-20||Science, Technology, Communications||No||No
hr5346||115||Commercial Space Support Vehicle Act||2018-03-20||Science, Technology, Communications||No||No
hr5347||115||Lyon County Economic Development and Environmental Remediation Act||2018-03-20||Public Lands and Natural Resources||No||No
hr5348||115||Military Career Intermission Program Act of 2018||2018-03-20||Armed Forces and National Security||No||No
hr5349||115||"To designate the facility of the United States Postal Service located at 1325 Autumn Avenue in Memphis, Tennessee, as the ""Judge Russell B. Sugarmon Post Office Building""."||2018-03-20||Government Operations and Politics||Yes||No
hr535||115||Taiwan Travel Act||2017-01-13||International Affairs||Yes||No
hr5350||115||Appalachia Opportunity Grants Act of 2018||2018-03-20||Agriculture and Food||No||No
hr5351||115||NDA Act||2018-03-20||Government Operations and Politics||No||No
hr5352||115||Rural Housing Preservation Act of 2018||2018-03-20||Housing and Community Development||No||No
hr5353||115||Eliminating Opioid Related Infectious Diseases Act of 2018||2018-03-20||Health||No||No
hr5354||115||Countering Foreign Propaganda Act of 2018||2018-03-20||Science, Technology, Communications||No||No
hr5355||115||To amend chapter 77 of title 5, United States Code, to clarify certain due process rights of Federal employees serving in sensitive positions, and for other purposes.||2018-03-20||Government Operations and Politics||No||No
hr5356||115||National Security Commission Artificial Intelligence Act of 2018||2018-03-20||Science, Technology, Communications||No||No
hr5357||115||Nuclear Cooperation Reform Act of 2018||2018-03-21||International Affairs||No||No
hr5358||115||DRIVE-Safe Act||2018-03-21||Transportation and Public Works||No||No
hr5359||115||2020 Census IDEA Act||2018-03-21||Government Operations and Politics||No||No
hr536||115||Protection From Obamacare Mandates and Congressional Equity Act||2017-01-13||Economics and Public Finance||No||No
hr5360||115||Tax Credit for Veterans and Retired Law Enforcement Officers for Securing Schools Act||2018-03-21||Taxation||No||No
hr5361||115||To require that the Secretary of the Treasury establish a program for the issuance of identity protection personal identification numbers.||2018-03-21||Taxation||No||No
hr5362||115||IRS Information Technology Accountability Act||2018-03-21||Taxation||No||No
hr5363||115||Crime Victims Fund Preservation Act of 2018||2018-03-21||Crime and Law Enforcement||No||No
hr5364||115||Local Courthouse Safety Act of 2018||2018-03-21||Law||No||No
hr5365||115||Community Services Block Grant Reauthorization Act of 2018||2018-03-21||Housing and Community Development||No||No
hr5366||115||Safeguarding America's Skies Act of 2018||2018-03-21||Crime and Law Enforcement||No||No
hr5367||115||Protect the Gig Economy Act of 2018||2018-03-21||Law||No||No
hr5368||115||Taxpayer ID Protection and Fraud Prevention Act||2018-03-21||Taxation||No||No
hr5369||115||Earmark Elimination Act of 2018||2018-03-21||Congress||No||No
hr537||115||Budget Process Accountability Act||2017-01-13||Government Operations and Politics||No||No
hr5370||115||Eliminate Failed IRS Oversight Board Act||2018-03-21||Taxation||No||No
hr5371||115||Education for Jobs Act||2018-03-21||Education||No||No
hr5372||115||Tax Cuts and Jobs Middle Class Enhancement Act||2018-03-21||Taxation||No||No
hr5373||115||Algae Agriculture Act of 2018||2018-03-21||Agriculture and Food||No||No
hr5374||115||Student Non-Discrimination Act of 2018||2018-03-21||Education||No||No
hr5375||115||To require the Secretary of the Treasury to submit to Congress a comprehensive customer service strategy for the Internal Revenue Service.||2018-03-21||Taxation||No||No
hr5376||115||Protecting Taxpayer Confidentiality Through Safeguards Act||2018-03-21||Taxation||No||No
hr5377||115||Creating An Online Platform For Instant 1099 Submissions Act||2018-03-21||Taxation||No||No
hr5378||115||RAPID Act||2018-03-21||Environmental Protection||No||No
hr5379||115||Growing American Food Exports Act of 2018||2018-03-22||Agriculture and Food||No||No
hr538||115||Ocmulgee Mounds National Historical Park Boundary Revision Act||2017-01-13||Public Lands and Natural Resources||No||No
hr5380||115||Securing Our Children Act of 2018||2018-03-22||Education||No||No
hr5381||115||GRATER Act of 2018||2018-03-22||Economics and Public Finance||No||No
hr5382||115||Marjory Stoneman Douglas High School Family Support Act of 2018||2018-03-22||Taxation||No||No
hr5383||115||Ammunition Background Check Act of 2018||2018-03-22||Crime and Law Enforcement||No||No
hr5384||115||Debt-Free College Act||2018-03-22||Education||No||No
hr5385||115||Dr. Benjy Frances Brooks Children's Hospital GME Support Reauthorization Act of 2018||2018-03-22||Health||Yes||No
hr5386||115||IRS FAST Act||2018-03-22||Taxation||No||No
hr5387||115||Consortia-Led Energy and Advanced Manufacturing Networks Act||2018-03-22||Energy||No||No
hr5388||115||Data Accountability and Trust Act||2018-03-22||Commerce||No||No
hr5389||115||Federal Retirement Fairness Act||2018-03-22||Government Operations and Politics||No||No
hr539||115||USPSTF Transparency and Accountability Act of 2017||2017-01-13||Health||No||No
hr5390||115||FAFSA Fairness Act of 2018||2018-03-22||Education||No||No
hr5391||115||Federal Employee Retroactive Pay Fairness Act||2018-03-22||Government Operations and Politics||No||No
hr5392||115||MINOR Act||2018-03-22||Crime and Law Enforcement||No||No
hr5393||115||Working Together to End Homelessness Act of 2018||2018-03-22||Housing and Community Development||No||No
hr5394||115||Iran Responsible Reporting Act of 2018||2018-03-22||International Affairs||No||No
hr5395||115||"To designate the facility of the United States Postal Service located at 116 Main Street in Dansville, New York, as the ""Staff Sergeant Alexandria Gleason-Morrow Post Office Building""."||2018-03-22||Government Operations and Politics||Yes||No
hr5396||115||GAP Act||2018-03-22||Taxation||No||No
hr5397||115||Veterans Residential Care Choice Act||2018-03-22||Armed Forces and National Security||No||No
hr5398||115||21 to Buy Act||2018-03-22||Crime and Law Enforcement||No||No
hr5399||115||Civil Defense Preparedness Act of 2018||2018-03-22||Emergency Management||No||No
hr54||115||CAPITALS Act||2017-01-03||Emergency Management||No||No
hr540||115||Presidential Tax Disclosure Act of 2017||2017-01-13||Government Operations and Politics||No||No
hr5400||115||Make Schools Safe Again Act||2018-03-22||Education||No||No
hr5401||115||Child CARE Act||2018-03-22||Families||No||No
hr5402||115||Government Customer Service Accountability and Improvement Act of 2018||2018-03-22||Government Operations and Politics||No||No
hr5403||115||SWAMP Act||2018-03-22||Government Operations and Politics||No||No
hr5404||115||To define the dollar as a fixed weight of gold.||2018-03-22||Finance and Financial Sector||No||No
hr5405||115||To amend the Agricultural Act of 2014 to provide a limited exception to the prohibition on price loss coverage payments or agriculture risk coverage payments when the sum of the base acres on a farm is 10 acres or less.||2018-03-22||Agriculture and Food||No||No
hr5406||115||Intelligence Budget Transparency Act of 2018||2018-03-22||Armed Forces and National Security||No||No
hr5407||115||Prevent Trafficking in Our Schools Act||2018-03-22||Education||No||No
hr5408||115||To amend the Public Health Service Act to provide for prevention and treatment of substance abuse grants to recovery community organizations, and for other purposes.||2018-03-23||Health||No||No
hr5409||115||Honest Elections and Campaign, No Gain Act||2018-03-23||Government Operations and Politics||No||No
hr541||115||Improving Oversight and Accountability in Medicaid Non-DSH Supplemental Payments Act||2017-01-13||Health||No||No
hr5410||115||SAFER Now Act||2018-03-26||Crime and Law Enforcement||No||No
hr5411||115||AIPM Act of 2018||2018-03-26||Agriculture and Food||No||No
hr5412||115||"To designate the facility of the United States Postal Service located at 25 2nd Avenue in Brentwood, New York, as the ""Army Specialist Jose L. Ruiz Post Office Building""."||2018-03-26||Government Operations and Politics||Yes||No
hr5413||115||Improving Veterans Access to Congressional Services Act of 2018||2018-03-26||Armed Forces and National Security||No||No
hr5414||115||Help Separated Families Act of 2018||2018-03-26||Families||No||No
hr5415||115||Good Accounting Obligation in Government Act||2018-03-26||Government Operations and Politics||No||No
hr5416||115||Women Small Business Growth Act||2018-03-29||Education||No||No
hr5417||115||REST Act||2018-03-29||Transportation and Public Works||No||No
hr5418||115||Veterans Affairs Medical-Surgical Purchasing Stabilization Act||2018-03-29||Armed Forces and National Security||No||No
hr5419||115||To allow the Chief of the Army Corps of Engineers to convey certain property to the City of Nashville, Tennessee.||2018-03-29||Armed Forces and National Security||No||No
hr542||115||Better Accounting for Medicaid Costs Act of 2017||2017-01-13||Health||No||No
hr5420||115||FDR Historic Preservation Act||2018-03-29||Public Lands and Natural Resources||No||No
hr5421||115||No Lead in the Air Act of 2018||2018-03-29||Transportation and Public Works||No||No
hr5422||115||Death Tax Repeal Act||2018-03-29||Taxation||No||No
hr5423||115||GEDI Act||2018-04-02||Health||No||No
hr5424||115||First Division Monument Modification Act||2018-04-02||Public Lands and Natural Resources||No||No
hr5425||115||Food Labeling Modernization Act of 2018||2018-04-02||Health||No||No
hr5426||115||WATER Act||2018-04-05||Agriculture and Food||No||No
hr5427||115||School and Student Safety Act of 2018||2018-04-05||Crime and Law Enforcement||No||No
hr5428||115||Stand with UK against Russia Violations Act||2018-04-05||International Affairs||No||No
hr5429||115||SIREN Act of 2018||2018-04-05||Health||No||No
hr543||115||Prioritizing the Most Vulnerable Americans Act||2017-01-13||Health||No||No
hr5430||115||Puerto Rico Real Estate Exchange Fairness Act of 2018||2018-04-05||Taxation||No||No
hr5431||115||Social Security Administration Accountability Act of 2018||2018-04-05||Social Welfare||No||No
hr5432||115||To deauthorize a water resources project at Bridgeport Harbor, Connecticut.||2018-04-05||Water Resources Development||No||No
hr5433||115||Hack Your State Department Act||2018-04-05||Science, Technology, Communications||No||No
hr5434||115||Preventing Preemptive War in North Korea Act of 2018||2018-04-05||International Affairs||No||No
hr5435||115||Funding Americans First Act||2018-04-05||Government Operations and Politics||No||No
hr5436||115||District of Columbia Juror Pay Parity Act||2018-04-05||Law||No||No
hr5437||115||To require the Secretary of the Treasury to establish a program for the issuance of identity protection personal identification numbers.||2018-04-09||Taxation||No||No
hr5438||115||To amend the Internal Revenue Code of 1986 to allow officers and employees of the Department of the Treasury to provide to taxpayers information regarding low-income taxpayer clinics.||2018-04-09||Taxation||No||No
hr5439||115||To provide for a single point of contact at the Internal Revenue Service for the taxpayers who are victims of tax-related identity theft.||2018-04-09||Taxation||No||No
hr544||115||Private Corrado Piccoli Purple Heart Preservation Act||2017-01-13||Crime and Law Enforcement||No||No
hr5440||115||To require notice from the Secretary of the Treasury in the case of any closure of a Taxpayer Assistance Center.||2018-04-09||Taxation||No||No
hr5441||115||Energy Opportunity Zones Act of 2018||2018-04-09||Taxation||No||No
hr5442||115||A Fast-Tracked Executive Rescission Review (AFTERR) of Appropriations Act of 2018||2018-04-09||Economics and Public Finance||No||No
hr5443||115||To amend the Internal Revenue Code of 1986 to require electronic filing of the annual returns of exempt organizations and provide for making such returns available for public inspection.||2018-04-10||Taxation||No||No
hr5444||115||Taxpayer First Act||2018-04-10||Taxation||No||No
hr5445||115||21st Century IRS Act||2018-04-10||Taxation||No||No
hr5446||115||To amend the Internal Revenue Code of 1986 to restrict the immediate sale of seized property by the Secretary of the Treasury to perishable goods.||2018-04-10||Taxation||No||No
hr5447||115||Music Modernization Act||2018-04-10||Commerce||No||No
hr5448||115||To amend the Food, Agriculture, Conservation, and Trade Act of 1990 to provide eligibility under the assistive technology program for farmers with disabilities to veterans with disabilities and their families.||2018-04-10||Agriculture and Food||No||No
hr5449||115||To amend the Farm Security and Rural Investment Act of 2002 to support a smart agriculture industry technology roadmap, and for other purposes.||2018-04-10||Agriculture and Food||No||No
hr545||115||United States Commission on the Organization of Petroleum Exporting Countries Act of 2017||2017-01-13||Energy||No||No
hr5450||115||To increase the access of small farmers in Puerto Rico to Federal agriculture programs, and for other purposes.||2018-04-10||Agriculture and Food||No||No
hr5451||115||"To designate the facility of the United States Postal Service located at 10926 Quality Drive in Charlotte, North Carolina, as the ""Julius L. Chambers Civil Rights Memorial Post Office Building""."||2018-04-10||Government Operations and Politics||No||No
hr5452||115||Reduce Unemployment for Veterans of All Ages Act of 2018||2018-04-10||Armed Forces and National Security||No||No
hr5453||115||Aidan's Law||2018-04-10||Health||No||No
hr5454||115||Correct the Census Count Act||2018-04-10||Government Operations and Politics||No||No
hr5455||115||Accelerating Biomedical Research Act||2018-04-10||Health||No||No
hr5456||115||Access to Substance Abuse Treatment Act of 2018||2018-04-10||Health||No||No
hr5457||115||Quality Care for Moms and Babies Act||2018-04-10||Health||No||No
hr5458||115||Member Financial Transparency Act||2018-04-10||Congress||No||No
hr5459||115||Ending the Fentanyl Crisis Act of 2018||2018-04-10||Crime and Law Enforcement||No||No
hr546||115||No Resettlement Without Consent Act||2017-01-13||Immigration||No||No
hr5460||115||Never Again Education Act||2018-04-10||Education||No||No
hr5461||115||NICS Review Act of 2018||2018-04-10||Crime and Law Enforcement||No||No
hr5462||115||Dairy Risk Management Act of 2018||2018-04-10||Agriculture and Food||No||No
hr5463||115||Creating Tech Startup Jobs Act||2018-04-10||Taxation||No||No
hr5464||115||Pink Tax Repeal Act||2018-04-10||Commerce||No||No
hr5465||115||No Budget, No Pay Act||2018-04-10||Economics and Public Finance||No||No
hr5466||115||To exempt Social Security, Medicare, and Medicaid from any Federal balanced budget requirement, and for other purposes.||2018-04-11||Economics and Public Finance||No||No
hr5467||115||Purple Heart and Disabled Veterans Equal Access Act of 2018||2018-04-11||Armed Forces and National Security||No||No
hr5468||115||Permitting Litigation Efficiency Act of 2018||2018-04-11||Government Operations and Politics||No||No
hr5469||115||To amend the Ethics in Government Act of 1978 to require Members of Congress to disclose business ties with foreign entities, and for other purposes.||2018-04-11||Congress||No||No
hr547||115||National Infrastructure Development Bank Act of 2017||2017-01-13||Government Operations and Politics||No||No
hr5470||115||To repeal the Office of Financial Research, and for other purposes.||2018-04-11||Finance and Financial Sector||No||No
hr5471||115||American Gateway Communities Economic Development and Conservation Act||2018-04-11||Public Lands and Natural Resources||No||No
hr5472||115||Fairness to Pet Owners Act of 2018||2018-04-11||Commerce||No||No
hr5473||115||Better Pain Management Through Better Data Act of 2018||2018-04-11||Health||No||No
hr5474||115||Housing Victims of Major Disasters Act of 2018||2018-04-11||Emergency Management||No||No
hr5475||115||"To designate the facility of the United States Postal Service located at 108 North Macon Street in Bevier, Missouri, as the ""SO2 Navy SEAL Adam Olin Smith Post Office""."||2018-04-11||Government Operations and Politics||Yes||No
hr5476||115||Special Counsel Independence and Integrity Act||2018-04-11||Crime and Law Enforcement||No||No
hr5477||115||Rural DOCS Act||2018-04-11||Health||No||No
hr5478||115||Northern Mariana Islands Enhanced Nutrition Assistance Act of 2018||2018-04-11||Agriculture and Food||No||No
hr5479||115||Military Taxpayer Assistance Act||2018-04-11||Taxation||No||No
hr548||115||Health Care Safety Net Enhancement Act of 2017||2017-01-13||Health||No||No
hr5480||115||Women's Entrepreneurship and Economic Empowerment Act of 2018||2018-04-12||International Affairs||No||No
hr5481||115||GEAR UP for Success Act of 2018||2018-04-12||Education||No||No
hr5482||115||Military Biodefense Readiness and Protection Act of 2018||2018-04-12||Armed Forces and National Security||No||No
hr5483||115||Special Registration for Telemedicine Clarification Act of 2018||2018-04-12||Crime and Law Enforcement||No||No
hr5484||115||Fair Debt Collections Practices Clarification Act of 2018||2018-04-12||Law||No||No
hr5485||115||Hemp Farming Act of 2018||2018-04-12||Agriculture and Food||No||No
hr5486||115||Veteran Employment and Child Care Access Act of 2018||2018-04-12||Armed Forces and National Security||No||No
hr5487||115||Regional Conservation Partnership Program Improvement Act of 2018||2018-04-12||Agriculture and Food||No||No
hr5488||115||Remote Area Medical Charter Act of 2018||2018-04-12||Congress||No||No
hr5489||115||Hope Act||2018-04-12||Social Welfare||No||No
hr549||115||Transit Security Grant Program Flexibility Act||2017-01-13||Transportation and Public Works||No||No
hr5490||115||Handgun Purchaser Licensing Act||2018-04-12||Crime and Law Enforcement||No||No
hr5491||115||Rural Health Insurance Act of 2018||2018-04-12||Agriculture and Food||No||No
hr5492||115||Maternal Opioid Treatment, Health, Education, and Recovery Act of 2018||2018-04-12||Health||No||No
hr5493||115||Medical Debt Tax Relief Act||2018-04-12||Taxation||No||No
hr5494||115||Protecting Business Opportunities for Veterans Adjustment Act of 2018||2018-04-12||Commerce||No||No
hr5495||115||Congressional Oversight Needed For Likely Illicit and Corrupt Transactions Act||2018-04-12||Government Operations and Politics||No||No
hr5496||115||TPS Process Reform Act||2018-04-12||Immigration||No||No
hr5497||115||Office of Rural Telecommunications Act||2018-04-12||Science, Technology, Communications||No||No
hr5498||115||Rural Hospital Frontier Fairness Act||2018-04-12||Health||No||No
hr5499||115||Stephen Michael Gleason Congressional Gold Medal Act||2018-04-12||Sports and Recreation||No||No
hr55||115||Breath of Fresh Air Act||2017-01-03||Education||No||No
hr550||115||Checkpoint Safety Act of 2017||2017-01-13||Transportation and Public Works||No||No
hr5500||115||Veterans' Credit Protection Act||2018-04-12||Armed Forces and National Security||No||No
hr5501||115||End Corruption in the Northern Triangle Act||2018-04-12||International Affairs||No||No
hr5502||115||Prohibit Auto Insurance Discrimination Act||2018-04-12||Finance and Financial Sector||No||No
hr5503||115||National Aeronautics and Space Administration Authorization Act of 2018||2018-04-13||Science, Technology, Communications||No||No
hr5504||115||"To designate the facility of the United States Postal Service located at 4801 West Van Giesen Street in West Richland, Washington, as the ""Sergeant Dietrich Schmieman Post Office Building""."||2018-04-13||Government Operations and Politics||Yes||No
hr5505||115||Special Counsel Independence and Integrity Act||2018-04-13||Crime and Law Enforcement||No||No
hr5506||115||To amend title XVIII of the Social Security Act to provide for direct payment to physician assistants under the Medicare program for certain services furnished by such physician assistants.||2018-04-13||Health||No||No
hr5507||115||Critical Access Hospital Relief Act of 2018||2018-04-13||Health||No||No
hr5508||115||End the Cyprus Arms Embargo Act||2018-04-13||International Affairs||No||No
hr5509||115||Innovations in Mentoring, Training, and Apprenticeships Act||2018-04-13||Science, Technology, Communications||Yes||No
hr551||115||Care for All Act of 2017||2017-01-13||Health||No||No
hr5510||115||Reentry and Reunification Act of 2018||2018-04-13||Immigration||No||No
hr5511||115||Healthy Communities Act of 2018||2018-04-13||Health||No||No
hr5512||115||To require the Administrator of the Small Business Administration to establish a grant program to address rising costs of tax compliance for small business concerns, and for other purposes.||2018-04-13||Commerce||No||No
hr5513||115||Big Bear Land Exchange Act||2018-04-13||Public Lands and Natural Resources||No||No
hr5514||115||Tax Fairness Act of 2018||2018-04-13||Taxation||No||No
hr5515||115||John S. McCain National Defense Authorization Act for Fiscal Year 2019||2018-04-13||Armed Forces and National Security||Yes||No
hr5516||115||Investing in American Workers Act||2018-04-13||Taxation||No||No
hr5517||115||Enhance Cybersecurity for Small Manufacturers Act of 2018||2018-04-13||Science, Technology, Communications||No||No
hr5518||115||To amend the Public Health Service Act to establish a preference, in the allocation of donated organs, for individuals who are lawfully present in the United States, and for other purposes.||2018-04-13||Health||No||No
hr5519||115||Invasive Species Prevention and Forest Restoration Act||2018-04-13||Public Lands and Natural Resources||No||No
hr552||115||Affordable Limited Health Coverage Act||2017-01-13||Health||No||No
hr5520||115||VA Medicinal Cannabis Research Act of 2018||2018-04-16||Armed Forces and National Security||No||No
hr5521||115||VA Hiring Enhancement Act||2018-04-16||Armed Forces and National Security||No||No
hr5522||115||Joint Electromagnetic Spectrum Operations Readiness Act of 2018||2018-04-16||Armed Forces and National Security||No||No
hr5523||115||School Watch and Tactics Act of 2018||2018-04-16||Crime and Law Enforcement||No||No
hr5524||115||To amend title 39, United States Code, to require the United States Postal Service to establish rates for delivery of inbound international mail that do not discriminate between foreign and domestic mailers, to review foreign practices with respect to the exchange of e-commerce goods with the United States, and for other purposes.||2018-04-16||Government Operations and Politics||No||No
hr5525||115||Lake Fannin Conveyance Act||2018-04-16||Public Lands and Natural Resources||No||No
hr5526||115||VOICES Act of 2018||2018-04-17||Crime and Law Enforcement||No||No
hr5527||115||Daniel Webster Congressional Clerkship Act of 2018||2018-04-17||Congress||No||No
hr5528||115||SWORDD Act of 2018||2018-04-17||Armed Forces and National Security||No||No
hr5529||115||Leech Lake Band of Ojibwe Reservation Restoration Act||2018-04-17||Public Lands and Natural Resources||No||No
hr553||115||To redesignate Gravelly Point Park, located along the George Washington Memorial Parkway in Arlington County, Virginia, as the Nancy Reagan Memorial Park, and for other purposes.||2017-01-13||Public Lands and Natural Resources||No||No
hr5530||115||To amend the Farm Security and Rural Investment Act of 2002 to repeal desert terminal lakes assistance.||2018-04-17||Agriculture and Food||No||No
hr5531||115||Opioid Emergency Response Act||2018-04-17||Health||No||No
hr5532||115||Reconstruction Era National Historical Park Act||2018-04-17||Public Lands and Natural Resources||No||No
hr5533||115||Special Counsel Transparency Act of 2018||2018-04-17||Crime and Law Enforcement||No||No
hr5534||115||GUIDE Compliance Act||2018-04-17||Finance and Financial Sector||No||No
hr5535||115||Energy Diplomacy Act of 2018||2018-04-17||International Affairs||No||No
hr5536||115||Disabled Access Credit Expansion Act||2018-04-17||Taxation||No||No
hr5537||115||Local Task Forces on 21st Century Policing Act of 2018||2018-04-17||Crime and Law Enforcement||No||No
hr5538||115||To amend title 38, United States Code, to provide for the inclusion of certain additional periods of active duty service for purposes of suspending charges to veterans' entitlement to educational assistance under the laws administered by the Secretary of Veterans Affairs during periods of suspended participation in vocational rehabilitation programs.||2018-04-17||Armed Forces and National Security||No||No
hr5539||115||Thomas Jefferson Public Service Act of 2018||2018-04-17||Congress||No||No
hr554||115||Make State Governments More Open, Honest, and Transparent Act of 2017||2017-01-13||Government Operations and Politics||No||No
hr5540||115||Disarm Hizballah Act||2018-04-17||International Affairs||No||No
hr5541||115||Removing Barriers to Allergy Diagnostic Testing Act of 2018||2018-04-17||Health||No||No
hr5542||115||Transportation Equity Act||2018-04-17||Transportation and Public Works||No||No
hr5543||115||Flood Insurance Tax Credit Act of 2018||2018-04-17||Taxation||No||No
hr5544||115||Ditto Act of 2018||2018-04-17||Taxation||No||No
hr5545||115||Comprehensive Addiction Resources Emergency Act of 2018||2018-04-18||Health||No||No
hr5546||115||To authorize the use of certain Department of Defense funds for combating opioid trafficking and abuse in the United States.||2018-04-18||Armed Forces and National Security||No||No
hr5547||115||CARE Act||2018-04-18||Crime and Law Enforcement||No||No
hr5548||115||Water, Cosmetics, and Unwanted Pharmaceuticals Study Act||2018-04-18||Environmental Protection||No||No
hr5549||115||HIGHER ED Act||2018-04-18||Education||No||No
hr555||115||Amateur Radio Parity Act of 2017||2017-01-13||Science, Technology, Communications||No||No
hr5550||115||AID Act||2018-04-18||Education||No||No
hr5551||115||Abuse of the Pardon Prevention Act||2018-04-18||Crime and Law Enforcement||No||No
hr5552||115||Climate Change is Real Act||2018-04-18||Environmental Protection||No||No
hr5553||115||Loya-Sears Warrior Transition Assistance Reform Act of 2018||2018-04-18||Armed Forces and National Security||No||No
hr5554||115||Animal Drug and Animal Generic Drug User Fee Amendments of 2018||2018-04-18||Health||Yes||No
hr5555||115||FHA Foreclosure Prevention Act of 2018||2018-04-18||Housing and Community Development||No||No
hr5556||115||Environmental Compliance Cost Transparency Act of 2018||2018-04-18||Energy||No||No
hr5557||115||Safe Disposal of Opioids Act of 2018||2018-04-18||Crime and Law Enforcement||No||No
hr5558||115||Alternatives to Opioids Prescribing Act||2018-04-18||Health||No||No
hr5559||115||Scientific Flood Mapping Act||2018-04-18||Emergency Management||No||No
hr556||115||BLUE Act of 2017||2017-01-13||Transportation and Public Works||No||No
hr5560||115||Defective Firearms Protection Act||2018-04-18||Commerce||No||No
hr5561||115||Barbara Johns Congressional Gold Medal Act||2018-04-18||Civil Rights and Liberties, Minority Issues||No||No
hr5562||115||Protecting NAS Babies Act||2018-04-18||Health||No||No
hr5563||115||Gus Schumacher Food Insecurity Nutrition Incentive Reauthorization Act of 2018||2018-04-18||Agriculture and Food||No||No
hr5564||115||Help Students Vote Act||2018-04-18||Education||No||No
hr5565||115||WE Work Act||2018-04-18||Government Operations and Politics||No||No
hr5566||115||To establish a technology-based job training and education program.||2018-04-18||Labor and Employment||No||No
hr5567||115||DOE National Labs Jobs ACCESS Act||2018-04-18||Labor and Employment||No||No
hr5568||115||National Centers of Excellence in Continuous Pharmaceutical Manufacturing Act of 2018||2018-04-18||Health||No||No
hr5569||115||Flood Mapping Modernization and Homeowner Empowerment Pilot Program Act of 2018||2018-04-18||Emergency Management||No||No
hr557||115||"FCC ""ABCs"" Act of 2017"||2017-01-13||Science, Technology, Communications||No||No
hr5570||115||To amend the Public Health Service Act to authorize certain grantees to contract with or make subawards to local or regional organizations that are private and nonprofit, and that may be faith-based, and for other purposes.||2018-04-18||Health||No||No
hr5571||115||Protecting American Solar Jobs Act||2018-04-18||Foreign Trade and International Finance||No||No
hr5572||115||One Percent Spending Reduction Act of 2018||2018-04-18||Economics and Public Finance||No||No
hr5573||115||ROBOCOP Act||2018-04-18||Science, Technology, Communications||No||No
hr5574||115||HOPR Act||2018-04-18||Government Operations and Politics||No||No
hr5575||115||Pathway to Parenting Act of 2018||2018-04-18||Crime and Law Enforcement||No||No
hr5576||115||Cyber Deterrence and Response Act of 2018||2018-04-18||International Affairs||No||No
hr5577||115||Notification of Your Eldercare Rights Act||2018-04-19||Commerce||No||No
hr5578||115||PAID Act of 2018||2018-04-19||Transportation and Public Works||No||No
hr5579||115||Brownfields Redevelopment Tax Incentive Reauthorization Act of 2018||2018-04-23||Taxation||No||No
hr558||115||Kennesaw Mountain National Battlefield Park Boundary Adjustment Act||2017-01-13||Public Lands and Natural Resources||No||No
hr5580||115||STOP Fentanyl Deaths Act of 2018||2018-04-23||Health||No||No
hr5581||115||ADAPT Act of 2018||2018-04-23||Crime and Law Enforcement||No||No
hr5582||115||Abuse Deterrent Access Act of 2018||2018-04-23||Health||No||No
hr5583||115||To amend title XI of the Social Security Act to require States to annually report on certain adult health quality measures, and for other purposes.||2018-04-23||Health||No||No
hr5584||115||Wichita Project Equus Beds Division Authorization Extension Act||2018-04-23||Water Resources Development||No||No
hr5585||115||To extend the authorization for the Cape Cod National Seashore Advisory Commission.||2018-04-23||Public Lands and Natural Resources||No||No
hr5586||115||Clean Energy Victory Bond Act of 2018||2018-04-23||Energy||No||No
hr5587||115||Peer Support Communities of Recovery Act||2018-04-23||Health||No||No
hr5588||115||To direct the Secretary of Veterans Affairs to seek to enter into an agreement with the city of Vallejo, California, for the transfer of Mare Island Naval Cemetery in Vallejo, California, and for other purposes.||2018-04-23||Armed Forces and National Security||No||No
hr5589||115||Examine Overseas Diplomatic Footprint Act of 2018||2018-04-24||International Affairs||No||No
hr559||115||MERIT Act of 2017||2017-01-13||Government Operations and Politics||No||No
hr5590||115||Opioid Addiction Action Plan Act||2018-04-24||Health||No||No
hr5591||115||SHIELDS Act||2018-04-24||Armed Forces and National Security||No||No
hr5592||115||Department of State Authorization Act of 2018||2018-04-24||International Affairs||No||No
